gender,senior_citizen,partner,dependents,tenure,online_security,online_backup,tech_support,streaming_tv,streaming_movies,payment_method,contract_type,paperless_billing,monthly_charges,total_charges,churn
Female,0,Yes,No,2,No,Yes,Yes,Yes,Yes,Electronic check,Two year,No,18.0,34.59,No
Female,0,No,No,59,No,No,No,Yes,No,Credit card (automatic),Two year,No,61.02,3631.41,No
Female,1,Yes,No,22,No,Yes,Yes,Yes,No,Bank transfer (automatic),One year,Yes,73.05,1669.16,Yes
Female,0,No,No,71,No,No,No,No,Yes,Electronic check,Two year,Yes,43.71,3030.96,Yes
Female,0,Yes,No,64,Yes,Yes,Yes,Yes,Yes,Mailed check,Month-to-month,Yes,103.07,6573.19,No
Male,0,No,No,4,No,No,Yes,Yes,Yes,Electronic check,Month-to-month,No,44.88,228.28,No
Female,0,Yes,Yes,50,Yes,No,Yes,No,Yes,Bank transfer (automatic),Month-to-month,Yes,91.9,4646.84,Yes
Male,0,Yes,No,44,No,Yes,No,Yes,No,Mailed check,Month-to-month,Yes,80.05,3579.75,No
Female,0,Yes,Yes,13,Yes,Yes,Yes,No,Yes,Credit card (automatic),Month-to-month,No,122.23,1704.29,Yes
Female,0,Yes,No,25,Yes,Yes,Yes,Yes,Yes,Mailed check,One year,Yes,82.96,2051.01,No
Male,0,No,No,36,No,Yes,Yes,Yes,No,Mailed check,Month-to-month,No,35.29,1287.17,No
Male,0,Yes,No,11,No,No,Yes,No,No,Bank transfer (automatic),Month-to-month,Yes,95.3,1032.79,Yes
Female,0,Yes,Yes,52,No,No,No,No,Yes,Credit card (automatic),Month-to-month,Yes,110.74,5669.7,No
Female,0,No,Yes,20,Yes,Yes,No,No,Yes,Credit card (automatic),One year,No,27.47,545.29,Yes
Male,0,Yes,No,68,Yes,No,Yes,Yes,No,Mailed check,Two year,No,85.34,5713.31,No
Male,1,No,Yes,58,Yes,No,Yes,Yes,No,Mailed check,Month-to-month,No,90.65,5234.12,No
Male,0,No,No,46,No,Yes,Yes,Yes,No,Bank transfer (automatic),One year,Yes,64.89,2918.97,No
Female,0,Yes,No,9,No,Yes,Yes,Yes,Yes,Credit card (automatic),Two year,Yes,18.0,181.75,No
Female,1,Yes,No,2,Yes,Yes,Yes,No,No,Credit card (automatic),One year,Yes,62.9,90.76,Yes
Male,0,Yes,Yes,11,No,No,Yes,Yes,Yes,Mailed check,One year,Yes,56.05,536.26,Yes
Male,0,No,Yes,36,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),One year,Yes,106.71,3880.68,Yes
Female,0,Yes,No,57,No,No,Yes,No,No,Electronic check,Two year,Yes,67.87,3841.64,No
Female,0,Yes,No,12,No,Yes,No,Yes,No,Electronic check,Month-to-month,Yes,60.1,701.81,Yes
Female,1,Yes,Yes,51,No,No,Yes,No,Yes,Electronic check,One year,Yes,55.92,2808.11,No
Male,0,No,Yes,4,Yes,Yes,No,Yes,Yes,Electronic check,Month-to-month,Yes,77.82,362.98,Yes
Female,0,No,No,20,Yes,No,No,No,No,Mailed check,Month-to-month,Yes,71.36,1439.47,No
Female,0,No,No,44,Yes,Yes,No,Yes,Yes,Mailed check,One year,No,51.04,2218.23,Yes
Female,0,No,Yes,60,No,Yes,Yes,No,Yes,Bank transfer (automatic),Two year,No,76.34,4494.06,Yes
Male,0,No,Yes,56,No,Yes,No,Yes,Yes,Bank transfer (automatic),Two year,Yes,56.63,3284.03,No
Female,0,Yes,No,39,Yes,No,No,Yes,Yes,Electronic check,Two year,Yes,18.0,791.07,No
Female,0,No,Yes,3,No,No,No,Yes,No,Bank transfer (automatic),One year,No,86.03,323.04,No
Female,0,Yes,Yes,22,No,Yes,No,Yes,Yes,Electronic check,Month-to-month,Yes,83.76,1811.0,Yes
Female,0,Yes,No,57,No,No,Yes,No,No,Electronic check,Two year,No,74.79,4240.7,No
Male,0,No,No,6,No,No,No,Yes,No,Credit card (automatic),Month-to-month,Yes,59.38,374.31,Yes
Female,0,No,Yes,51,No,No,No,No,Yes,Electronic check,Month-to-month,No,68.27,3441.57,Yes
Female,0,Yes,No,51,Yes,No,Yes,No,No,Mailed check,Month-to-month,Yes,89.66,4528.28,Yes
Male,0,Yes,Yes,55,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),One year,No,54.84,3081.64,Yes
Female,0,Yes,Yes,16,No,No,No,Yes,No,Mailed check,One year,Yes,90.63,1447.62,Yes
Male,0,No,No,18,No,No,Yes,Yes,No,Mailed check,Two year,Yes,34.6,572.47,No
Male,0,Yes,No,15,No,No,No,No,No,Bank transfer (automatic),Month-to-month,Yes,74.04,1153.41,Yes
Female,0,No,No,29,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),One year,Yes,70.62,2022.1,Yes
Male,0,Yes,No,38,Yes,No,No,No,No,Mailed check,One year,No,94.06,3485.38,Yes
Female,0,No,Yes,9,No,Yes,Yes,Yes,No,Credit card (automatic),Two year,Yes,47.95,380.44,Yes
Male,0,Yes,No,41,No,No,No,Yes,Yes,Electronic check,Month-to-month,Yes,50.56,2049.9,No
Female,0,No,No,18,Yes,Yes,No,Yes,Yes,Mailed check,One year,Yes,36.53,667.48,No
Male,0,Yes,Yes,41,Yes,Yes,No,No,Yes,Electronic check,One year,Yes,56.4,2320.06,No
Male,0,Yes,No,22,No,No,Yes,No,Yes,Electronic check,Month-to-month,No,76.13,1730.11,No
Male,0,Yes,Yes,69,No,No,Yes,No,Yes,Credit card (automatic),Month-to-month,No,26.85,1842.1,No
Female,0,Yes,No,23,No,Yes,Yes,Yes,No,Bank transfer (automatic),Month-to-month,Yes,59.37,1344.56,No
Female,0,Yes,No,63,No,No,Yes,Yes,No,Electronic check,Month-to-month,Yes,84.66,5389.54,Yes
Female,0,No,Yes,13,No,No,No,No,Yes,Mailed check,Month-to-month,No,67.53,921.94,No
Female,0,No,No,7,Yes,No,Yes,No,No,Electronic check,One year,Yes,71.8,493.03,No
Male,0,No,Yes,14,No,No,Yes,No,No,Bank transfer (automatic),Month-to-month,No,33.85,487.09,No
Female,0,No,No,31,No,Yes,No,Yes,No,Mailed check,One year,Yes,67.6,2074.18,Yes
Male,0,Yes,Yes,65,No,Yes,Yes,No,No,Credit card (automatic),Month-to-month,Yes,70.69,4542.45,Yes
Male,0,No,Yes,13,No,No,Yes,Yes,No,Electronic check,Month-to-month,Yes,66.07,957.79,Yes
Female,0,No,No,57,No,Yes,No,No,No,Mailed check,One year,Yes,73.67,4174.65,Yes
Female,1,Yes,No,51,No,No,No,Yes,Yes,Credit card (automatic),One year,No,62.58,3204.91,No
Male,0,No,Yes,25,Yes,No,No,No,Yes,Credit card (automatic),One year,Yes,59.06,1408.19,No
Female,0,Yes,No,25,No,No,No,Yes,No,Electronic check,One year,No,45.05,1159.28,Yes
Female,1,No,Yes,69,Yes,Yes,Yes,No,Yes,Mailed check,Two year,Yes,93.39,6389.44,No
Male,1,No,No,52,Yes,No,No,No,Yes,Credit card (automatic),Two year,No,40.56,2184.64,Yes
Male,0,No,No,18,No,No,No,No,Yes,Bank transfer (automatic),One year,Yes,73.79,1409.12,Yes
Female,1,Yes,Yes,66,No,Yes,Yes,Yes,No,Bank transfer (automatic),Month-to-month,Yes,113.52,7517.56,Yes
Female,1,No,No,30,No,Yes,No,Yes,Yes,Bank transfer (automatic),Month-to-month,Yes,96.43,2898.2,No
Female,0,Yes,No,6,No,Yes,No,No,No,Credit card (automatic),One year,Yes,82.22,484.91,Yes
Male,0,No,No,59,No,Yes,No,No,Yes,Mailed check,Month-to-month,Yes,75.99,4481.5,Yes
Male,0,Yes,No,63,Yes,No,No,No,No,Electronic check,Month-to-month,Yes,66.93,4235.23,Yes
Male,0,No,No,32,No,No,Yes,Yes,No,Mailed check,Month-to-month,Yes,48.37,1551.8,Yes
Male,0,No,No,51,No,Yes,No,Yes,No,Bank transfer (automatic),Two year,Yes,63.91,3303.49,No
Male,0,Yes,No,17,Yes,No,Yes,Yes,Yes,Mailed check,Month-to-month,Yes,83.8,1383.23,Yes
Female,0,Yes,No,62,No,Yes,No,No,Yes,Electronic check,One year,No,79.35,4988.66,Yes
Female,0,No,No,27,No,Yes,No,Yes,No,Bank transfer (automatic),Two year,No,88.93,2382.07,No
Male,0,Yes,No,20,Yes,Yes,Yes,Yes,No,Mailed check,One year,No,99.27,1951.88,Yes
Male,1,Yes,No,37,No,No,Yes,No,Yes,Credit card (automatic),Month-to-month,No,66.2,2465.61,Yes
Male,0,Yes,No,20,Yes,No,No,No,No,Mailed check,Two year,No,74.6,1511.28,No
Female,0,Yes,No,45,Yes,No,Yes,No,No,Bank transfer (automatic),One year,Yes,24.42,1020.85,No
Female,0,No,No,54,Yes,No,Yes,Yes,Yes,Mailed check,Month-to-month,Yes,124.15,6682.38,Yes
Female,1,No,No,30,Yes,Yes,Yes,Yes,No,Electronic check,One year,Yes,60.07,1704.29,Yes
Female,1,Yes,No,57,Yes,No,No,No,No,Mailed check,Month-to-month,Yes,85.64,4851.11,Yes
Male,1,Yes,No,32,No,Yes,Yes,Yes,No,Electronic check,One year,No,60.05,1893.17,No
Male,1,Yes,No,70,Yes,Yes,No,No,Yes,Credit card (automatic),Two year,No,59.49,4177.97,No
Female,0,Yes,No,20,No,No,No,Yes,Yes,Bank transfer (automatic),Month-to-month,Yes,64.31,1250.79,No
Female,0,No,No,51,No,Yes,Yes,No,Yes,Electronic check,Two year,No,40.12,2021.18,No
Male,0,Yes,Yes,39,Yes,Yes,No,Yes,Yes,Mailed check,Month-to-month,No,18.0,760.67,No
Female,0,No,No,68,Yes,Yes,Yes,No,Yes,Credit card (automatic),Two year,Yes,97.83,6745.5,No
Male,1,No,Yes,16,No,Yes,Yes,No,No,Electronic check,One year,Yes,83.1,1288.11,No
Male,0,No,Yes,15,No,No,No,Yes,No,Credit card (automatic),Month-to-month,No,48.02,766.16,No
Female,0,No,No,63,No,Yes,Yes,Yes,Yes,Electronic check,Two year,No,80.85,5110.74,No
Female,0,Yes,No,65,Yes,No,No,No,No,Electronic check,Two year,Yes,89.77,5757.09,No
Male,0,Yes,No,54,No,No,No,No,Yes,Mailed check,Month-to-month,Yes,53.37,2846.24,Yes
Male,0,Yes,Yes,35,No,No,Yes,Yes,Yes,Electronic check,One year,No,79.88,2659.7,No
Female,0,No,No,30,No,Yes,No,Yes,No,Credit card (automatic),Month-to-month,No,94.16,2839.46,No
Male,1,No,No,48,Yes,No,No,No,No,Bank transfer (automatic),Month-to-month,Yes,35.48,1654.56,No
Male,0,Yes,No,54,No,Yes,Yes,No,Yes,Bank transfer (automatic),Month-to-month,No,82.8,4477.33,No
Male,1,Yes,No,20,Yes,Yes,No,No,No,Bank transfer (automatic),Month-to-month,Yes,78.75,1690.6,No
Female,0,Yes,No,1,No,No,No,Yes,No,Bank transfer (automatic),Month-to-month,No,115.13,186.82,Yes
Male,0,No,Yes,6,No,Yes,No,No,No,Bank transfer (automatic),Month-to-month,No,83.37,465.7,No
Male,0,No,Yes,25,No,No,No,Yes,No,Bank transfer (automatic),Two year,No,60.14,1458.08,No
Female,0,No,Yes,50,Yes,Yes,No,Yes,Yes,Credit card (automatic),Month-to-month,No,62.92,3203.96,No
Female,0,No,No,32,No,No,Yes,No,Yes,Mailed check,Two year,No,118.56,3748.75,No
Male,1,Yes,Yes,45,Yes,No,Yes,Yes,No,Mailed check,Month-to-month,Yes,61.48,2811.36,No
Female,0,No,Yes,34,No,No,No,No,No,Mailed check,Month-to-month,No,84.07,2981.41,Yes
Female,0,No,Yes,19,No,Yes,No,Yes,Yes,Mailed check,One year,Yes,64.28,1251.69,Yes
Female,0,Yes,Yes,54,No,Yes,No,Yes,Yes,Mailed check,Month-to-month,Yes,95.95,5234.6,No
Male,0,No,No,53,No,No,Yes,No,Yes,Mailed check,Month-to-month,No,97.14,5196.27,Yes
Male,0,Yes,Yes,70,No,No,No,Yes,Yes,Mailed check,Two year,Yes,69.46,4836.85,No
Female,1,No,No,60,No,Yes,Yes,No,Yes,Electronic check,Month-to-month,Yes,60.24,3627.32,No
Male,0,No,Yes,28,No,Yes,Yes,No,No,Credit card (automatic),Month-to-month,Yes,59.67,1627.59,No
Female,0,No,Yes,51,No,No,No,Yes,Yes,Bank transfer (automatic),One year,Yes,28.55,1513.88,No
Male,0,Yes,Yes,26,No,No,Yes,No,No,Mailed check,Month-to-month,Yes,72.41,1833.92,Yes
Male,0,Yes,No,63,No,No,No,No,Yes,Credit card (automatic),One year,No,71.93,4563.1,No
Male,0,No,Yes,44,No,No,No,No,Yes,Credit card (automatic),Month-to-month,Yes,50.41,2269.09,No
Female,0,No,No,61,Yes,Yes,No,Yes,No,Credit card (automatic),Month-to-month,No,25.96,1561.71,No
Male,0,Yes,Yes,21,No,Yes,No,No,Yes,Electronic check,Month-to-month,Yes,74.95,1541.52,Yes
Female,1,No,No,2,Yes,No,No,No,Yes,Mailed check,Month-to-month,Yes,77.98,148.33,Yes
Male,0,Yes,Yes,11,Yes,No,No,No,No,Mailed check,One year,Yes,79.47,834.03,Yes
Female,0,No,No,39,No,Yes,No,Yes,Yes,Bank transfer (automatic),Two year,Yes,46.24,1810.46,Yes
Female,0,No,No,70,No,No,No,Yes,Yes,Bank transfer (automatic),One year,No,79.52,5525.32,No
Female,1,Yes,Yes,46,No,Yes,Yes,No,No,Bank transfer (automatic),Month-to-month,No,65.71,2984.84,Yes
Male,0,Yes,Yes,59,No,Yes,Yes,No,Yes,Bank transfer (automatic),Two year,Yes,90.75,5378.73,No
Female,0,No,No,34,Yes,No,No,No,No,Credit card (automatic),One year,Yes,46.6,1612.34,No
Male,0,No,Yes,70,Yes,Yes,Yes,No,Yes,Mailed check,Month-to-month,Yes,97.6,6819.13,No
Female,0,No,Yes,68,Yes,Yes,No,Yes,Yes,Credit card (automatic),Month-to-month,Yes,106.24,7150.21,No
Female,0,Yes,No,16,Yes,No,Yes,No,Yes,Credit card (automatic),Month-to-month,Yes,72.79,1217.26,No
Male,0,No,Yes,63,No,Yes,No,Yes,No,Mailed check,Month-to-month,Yes,79.69,5000.18,No
Female,0,Yes,No,2,No,Yes,Yes,Yes,Yes,Credit card (automatic),Month-to-month,No,88.81,270.43,Yes
Male,0,Yes,No,43,No,No,No,Yes,No,Electronic check,Month-to-month,Yes,45.38,1945.52,Yes
Male,0,Yes,No,32,Yes,Yes,Yes,No,No,Electronic check,Two year,No,58.33,1872.66,No
Female,0,No,Yes,22,No,No,Yes,Yes,No,Credit card (automatic),Month-to-month,Yes,74.42,1617.84,No
Female,0,No,No,68,Yes,Yes,No,No,Yes,Mailed check,Month-to-month,Yes,118.65,8078.85,Yes
Female,0,No,No,48,No,Yes,Yes,Yes,No,Mailed check,Two year,No,41.29,2138.53,No
Male,1,No,Yes,10,No,No,Yes,Yes,No,Credit card (automatic),Month-to-month,Yes,109.31,1077.35,Yes
Male,0,Yes,No,11,Yes,Yes,No,No,Yes,Mailed check,Month-to-month,Yes,65.36,776.42,No
Female,0,Yes,No,9,No,No,No,Yes,No,Electronic check,Month-to-month,Yes,69.17,626.64,No
Female,1,Yes,No,22,No,No,Yes,Yes,No,Electronic check,One year,No,99.23,2235.95,Yes
Female,0,Yes,Yes,5,Yes,No,No,Yes,No,Mailed check,Month-to-month,Yes,118.51,505.64,Yes
Female,0,Yes,Yes,20,No,Yes,Yes,No,No,Electronic check,One year,Yes,80.15,1690.49,No
Male,1,No,No,56,No,Yes,Yes,No,Yes,Electronic check,Two year,Yes,97.95,5500.77,Yes
Male,0,No,No,63,Yes,No,No,No,Yes,Credit card (automatic),One year,Yes,47.91,3006.45,No
Female,0,No,No,57,Yes,No,Yes,Yes,No,Electronic check,Two year,Yes,57.29,3306.34,No
Male,0,Yes,Yes,36,No,No,No,Yes,No,Bank transfer (automatic),One year,Yes,37.54,1357.96,No
Female,0,No,No,51,No,No,Yes,Yes,No,Electronic check,One year,Yes,57.63,2887.27,Yes
Female,0,Yes,Yes,68,No,Yes,No,No,Yes,Mailed check,Month-to-month,Yes,83.57,5573.42,Yes
Male,0,Yes,No,4,No,Yes,No,Yes,No,Bank transfer (automatic),Month-to-month,No,75.09,382.54,Yes
Male,0,Yes,No,66,No,No,Yes,Yes,No,Mailed check,Month-to-month,No,111.45,7345.7,Yes
Male,0,Yes,Yes,53,No,No,No,No,No,Mailed check,Month-to-month,No,119.31,6296.01,No
Female,0,Yes,Yes,28,Yes,Yes,No,No,Yes,Electronic check,Month-to-month,Yes,66.72,1844.18,No
Female,0,No,Yes,33,Yes,No,Yes,Yes,No,Electronic check,One year,Yes,53.69,1837.59,No
Female,1,Yes,No,32,No,No,No,No,Yes,Electronic check,Month-to-month,Yes,97.84,3108.85,Yes
Female,0,Yes,No,12,No,Yes,Yes,Yes,No,Mailed check,Month-to-month,Yes,100.34,1233.09,Yes
Male,0,Yes,No,17,No,Yes,Yes,No,Yes,Electronic check,Month-to-month,No,80.59,1354.97,Yes
Male,0,No,No,22,Yes,No,Yes,No,No,Electronic check,Two year,Yes,86.93,1856.07,No
Female,0,Yes,No,1,No,No,Yes,No,Yes,Electronic check,Month-to-month,Yes,83.18,123.74,Yes
Male,0,Yes,No,37,No,No,No,Yes,Yes,Credit card (automatic),One year,No,46.27,1761.62,No
Female,1,No,No,35,Yes,Yes,No,No,Yes,Mailed check,One year,Yes,40.75,1395.83,No
Male,0,Yes,No,24,Yes,No,No,Yes,No,Mailed check,Month-to-month,Yes,68.78,1648.98,Yes
Female,0,No,No,13,No,No,Yes,No,No,Bank transfer (automatic),One year,No,65.18,851.68,No
Female,1,Yes,No,70,No,No,Yes,No,No,Mailed check,Two year,Yes,76.65,5385.3,No
Male,0,Yes,No,49,No,Yes,Yes,No,No,Electronic check,One year,Yes,66.85,3364.39,No
Female,0,Yes,No,35,Yes,Yes,Yes,No,Yes,Mailed check,Two year,Yes,29.12,1004.68,No
Female,0,No,No,53,No,No,No,No,Yes,Mailed check,Month-to-month,Yes,19.31,1008.44,No
Female,0,Yes,No,27,Yes,Yes,No,No,Yes,Mailed check,Two year,Yes,87.7,2359.97,Yes
Female,0,No,Yes,16,Yes,Yes,No,Yes,Yes,Electronic check,Two year,No,54.09,823.09,No
Female,0,Yes,No,49,No,No,No,No,No,Credit card (automatic),One year,No,64.43,3079.52,No
Female,1,No,Yes,56,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Two year,Yes,56.61,3176.1,No
Male,1,Yes,No,47,No,No,Yes,Yes,No,Electronic check,One year,No,48.09,2283.81,No
Male,1,Yes,No,41,No,No,No,No,No,Credit card (automatic),Month-to-month,No,47.44,1945.3,No
Female,0,Yes,No,1,Yes,No,No,Yes,No,Electronic check,Month-to-month,Yes,94.48,91.65,Yes
Female,0,No,Yes,46,Yes,Yes,Yes,No,Yes,Electronic check,Month-to-month,Yes,64.26,2915.54,Yes
Male,1,Yes,No,45,No,No,Yes,Yes,No,Electronic check,One year,Yes,85.23,3846.9,Yes
Male,0,No,No,30,Yes,No,No,Yes,No,Credit card (automatic),Month-to-month,Yes,88.46,2661.38,Yes
Male,0,No,No,18,Yes,No,Yes,No,No,Electronic check,One year,No,77.6,1418.13,No
Male,0,No,No,71,No,Yes,No,No,No,Credit card (automatic),Month-to-month,No,89.25,6351.25,No
Male,0,Yes,No,28,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),Month-to-month,No,70.34,1987.34,Yes
Female,0,No,No,20,No,No,No,No,No,Mailed check,Month-to-month,Yes,102.73,2113.98,Yes
Female,1,No,Yes,51,No,Yes,No,Yes,No,Mailed check,Month-to-month,Yes,89.76,4603.61,No
Male,0,No,No,35,Yes,No,No,Yes,No,Electronic check,One year,Yes,92.95,3275.04,No
Male,0,No,No,41,No,Yes,No,No,No,Bank transfer (automatic),Month-to-month,Yes,47.48,1868.09,Yes
Female,1,No,Yes,47,No,Yes,Yes,No,No,Mailed check,Month-to-month,Yes,76.32,3634.35,No
Male,0,No,No,27,No,No,No,No,Yes,Mailed check,Month-to-month,Yes,25.96,687.5,Yes
Female,0,No,No,11,Yes,No,No,Yes,Yes,Electronic check,Month-to-month,No,103.62,1143.43,Yes
Male,0,Yes,No,13,No,No,No,Yes,No,Bank transfer (automatic),Month-to-month,Yes,55.04,658.24,No
Male,0,No,No,68,Yes,No,No,Yes,No,Bank transfer (automatic),Month-to-month,Yes,58.37,4063.01,No
Female,0,Yes,No,37,No,No,No,No,No,Mailed check,One year,Yes,37.18,1264.44,Yes
Female,0,No,Yes,31,Yes,No,Yes,Yes,Yes,Mailed check,One year,No,69.13,2209.98,No
Female,0,No,No,23,No,Yes,Yes,No,No,Mailed check,Two year,Yes,63.56,1481.06,No
Male,0,Yes,No,52,Yes,Yes,Yes,Yes,No,Mailed check,Month-to-month,Yes,113.74,5828.99,Yes
Male,0,Yes,No,66,No,Yes,No,No,No,Electronic check,Month-to-month,Yes,90.62,6072.67,No
Female,0,Yes,No,56,No,No,No,Yes,Yes,Bank transfer (automatic),Month-to-month,Yes,57.65,3251.43,Yes
Female,0,Yes,No,39,No,Yes,No,No,Yes,Electronic check,One year,Yes,30.01,1064.28,No
Male,0,Yes,No,35,Yes,No,Yes,No,No,Electronic check,Month-to-month,No,18.0,610.99,No
Female,1,No,Yes,63,Yes,No,No,Yes,No,Electronic check,Month-to-month,Yes,45.37,2882.36,Yes
Female,0,No,No,62,No,No,No,Yes,Yes,Electronic check,One year,Yes,38.05,2436.25,No
Female,0,No,No,29,No,No,Yes,Yes,No,Bank transfer (automatic),Month-to-month,Yes,78.37,2254.22,Yes
Male,0,Yes,No,70,No,No,No,No,Yes,Bank transfer (automatic),Month-to-month,Yes,66.52,4537.38,Yes
Male,0,Yes,Yes,60,Yes,No,Yes,No,Yes,Mailed check,One year,No,70.42,4290.61,No
Female,0,Yes,No,61,No,Yes,No,Yes,Yes,Mailed check,Two year,No,47.23,2903.2,No
Male,0,No,Yes,5,Yes,No,No,No,Yes,Bank transfer (automatic),Month-to-month,Yes,73.65,267.78,No
Male,1,Yes,No,10,Yes,Yes,No,Yes,No,Bank transfer (automatic),Month-to-month,Yes,35.91,374.52,No
Female,0,Yes,No,22,Yes,No,Yes,No,Yes,Credit card (automatic),Month-to-month,Yes,67.88,1513.56,Yes
Male,1,Yes,Yes,55,No,Yes,Yes,No,No,Credit card (automatic),Month-to-month,Yes,89.93,4931.31,Yes
Male,1,No,No,6,No,Yes,No,No,No,Credit card (automatic),Month-to-month,Yes,61.23,330.15,Yes
Female,0,Yes,No,6,No,Yes,No,Yes,Yes,Credit card (automatic),Month-to-month,No,80.65,456.45,Yes
Female,0,No,Yes,3,Yes,No,Yes,Yes,Yes,Credit card (automatic),Month-to-month,No,22.56,53.02,Yes
Male,0,No,No,14,Yes,No,Yes,No,Yes,Mailed check,Month-to-month,Yes,20.63,304.78,No
Male,1,No,No,67,No,Yes,No,Yes,No,Bank transfer (automatic),One year,No,77.85,5251.71,No
Female,0,Yes,Yes,52,No,Yes,No,No,No,Bank transfer (automatic),Two year,Yes,95.13,4850.03,No
Male,0,Yes,No,52,Yes,Yes,Yes,No,No,Electronic check,Month-to-month,Yes,64.28,3354.2,Yes
Male,1,Yes,No,22,Yes,No,Yes,No,No,Mailed check,Month-to-month,Yes,121.49,2694.63,Yes
Female,0,Yes,Yes,46,No,No,No,No,No,Credit card (automatic),Two year,Yes,35.36,1634.1,No
Male,0,No,Yes,57,No,Yes,No,No,No,Mailed check,Month-to-month,Yes,53.68,3041.56,No
Female,0,Yes,No,39,No,No,No,No,No,Electronic check,One year,No,73.36,2925.02,Yes
Male,1,Yes,No,62,Yes,No,No,Yes,No,Mailed check,Month-to-month,Yes,81.14,5091.49,No
Female,1,Yes,No,42,No,No,Yes,No,Yes,Electronic check,Two year,Yes,55.99,2334.95,No
Female,0,No,No,24,Yes,No,No,Yes,Yes,Mailed check,Month-to-month,Yes,44.58,1066.12,Yes
Male,0,Yes,No,46,No,No,Yes,No,No,Mailed check,Month-to-month,Yes,84.89,3939.5,No
Female,0,No,No,68,Yes,No,No,No,No,Mailed check,Two year,Yes,73.2,5035.17,No
Male,0,Yes,No,60,Yes,Yes,Yes,No,Yes,Mailed check,One year,Yes,61.73,3667.05,No
Female,0,No,No,36,No,Yes,Yes,Yes,No,Electronic check,Month-to-month,Yes,81.97,2903.9,No
Male,0,No,No,43,Yes,Yes,Yes,Yes,Yes,Mailed check,One year,Yes,66.73,2881.63,No
Male,0,Yes,No,71,Yes,Yes,Yes,No,No,Electronic check,Two year,Yes,66.65,4681.32,No
Male,0,Yes,No,54,No,Yes,No,No,No,Mailed check,Month-to-month,No,65.76,3463.63,Yes
Female,0,Yes,No,37,No,No,No,Yes,Yes,Bank transfer (automatic),Month-to-month,No,50.29,1823.98,No
Female,0,Yes,Yes,21,No,No,No,No,No,Electronic check,Month-to-month,Yes,47.85,1023.71,Yes
Male,0,Yes,No,66,Yes,Yes,No,No,No,Credit card (automatic),Two year,No,57.38,3857.2,No
Male,0,No,No,71,Yes,Yes,No,No,No,Bank transfer (automatic),Month-to-month,No,70.77,4992.75,No
Male,0,No,Yes,6,No,No,Yes,No,No,Electronic check,Month-to-month,Yes,25.09,144.94,No
Female,1,Yes,Yes,3,No,No,No,No,No,Mailed check,Month-to-month,No,92.67,285.02,Yes
Male,0,No,No,9,Yes,Yes,Yes,No,No,Electronic check,Month-to-month,Yes,70.44,604.8,Yes
Female,0,Yes,No,28,No,No,Yes,Yes,No,Electronic check,Month-to-month,No,44.44,1211.54,No
Female,1,No,No,12,No,Yes,Yes,No,Yes,Credit card (automatic),Month-to-month,Yes,108.8,1320.65,No
Male,0,Yes,No,64,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),Month-to-month,Yes,71.0,4490.31,Yes
Female,0,No,No,66,No,No,No,No,Yes,Bank transfer (automatic),Month-to-month,No,37.96,2470.59,Yes
Male,0,No,No,13,No,No,Yes,No,Yes,Bank transfer (automatic),Month-to-month,No,107.72,1391.26,Yes
Female,1,Yes,Yes,60,Yes,Yes,Yes,No,No,Credit card (automatic),Month-to-month,Yes,102.52,6165.52,Yes
Female,0,Yes,No,11,No,No,No,Yes,No,Credit card (automatic),Month-to-month,No,48.19,461.9,Yes
Female,1,Yes,Yes,57,Yes,No,Yes,Yes,No,Electronic check,One year,No,62.25,3542.28,No
Male,0,No,No,27,Yes,Yes,No,Yes,Yes,Electronic check,Month-to-month,No,59.02,1535.4,Yes
Male,0,No,No,3,No,No,Yes,No,No,Mailed check,Month-to-month,No,24.65,43.17,No
Male,0,No,No,31,No,Yes,No,No,No,Mailed check,Month-to-month,No,77.79,2447.06,No
Male,0,No,No,60,Yes,No,No,Yes,Yes,Mailed check,One year,Yes,90.28,5413.69,No
Male,0,No,No,68,No,Yes,Yes,Yes,No,Electronic check,One year,No,85.77,5907.15,No
Male,0,Yes,Yes,9,No,Yes,No,No,Yes,Credit card (automatic),Two year,Yes,70.79,633.83,No
Male,1,Yes,Yes,61,No,Yes,No,Yes,No,Electronic check,Month-to-month,No,92.61,5692.88,Yes
Female,0,No,Yes,22,No,No,Yes,Yes,Yes,Credit card (automatic),Month-to-month,No,42.75,976.3,Yes
Female,0,Yes,Yes,34,No,Yes,No,Yes,No,Mailed check,Month-to-month,No,113.64,3863.12,Yes
Female,0,No,No,8,Yes,No,No,No,No,Electronic check,Month-to-month,Yes,51.47,352.56,No
Female,0,Yes,No,71,No,Yes,Yes,No,No,Credit card (automatic),Two year,Yes,54.14,3838.91,No
Male,0,Yes,No,57,No,No,Yes,No,Yes,Mailed check,Month-to-month,Yes,56.19,3179.13,Yes
Female,0,No,No,47,No,No,Yes,Yes,Yes,Bank transfer (automatic),One year,Yes,54.44,2533.18,No
Female,0,Yes,Yes,53,Yes,Yes,No,Yes,No,Credit card (automatic),Two year,No,65.37,3471.87,No
